Thread ID: 70233331333020
Fiber ID: 70233331295140
Total: 0.135067
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.07      0.000     0.000     0.000     0.000      100   <Module::Mime>#[] 
  0.07      0.000     0.000     0.000     0.000      100   Rack::Request#initialize 
  0.07      0.000     0.000     0.000     0.000      150   Time#- 
  0.07      0.002     0.000     0.000     0.002       50   ActionDispatch::Http::Parameters#path_parameters= 
  0.07      0.000     0.000     0.000     0.000      150   <Class::ActiveSupport::Inflector::Inflections>#instance 
  0.07      0.000     0.000     0.000     0.000      200   Enumerable#each_with_object 
  0.07      0.000     0.000     0.000     0.000      500   Array#first 
  0.07      0.001     0.000     0.000     0.001       50   ActionDispatch::Http::Parameters#parse_formatted_parameters 
  0.07      0.000     0.000     0.000     0.000      100   <Module::Rack::Utils>#status_code 
  0.07      0.000     0.000     0.000     0.000      150   ActiveRecord::Inheritance::ClassMethods#abstract_class? 
  0.07      0.002     0.000     0.000     0.002      100   ActionDispatch::Http::Parameters#binary_params_for? 
  0.07      0.090     0.000     0.000     0.090       50   Rack::MethodOverride#call 
  0.07      0.012     0.000     0.000     0.012       50   <Module::Benchmark>#realtime 
  0.07      0.005     0.000     0.000     0.005      250   ActiveSupport::Notifications::Instrumenter#start 
  0.07      0.000     0.000     0.000     0.000      100   ActiveRecord::Scoping::ScopeRegistry#set_value_for 
  0.07      0.000     0.000     0.000     0.000      250   <Class::ActiveRecord::RuntimeRegistry>#sql_runtime= 
  0.07      0.065     0.000     0.000     0.065       50   <Class::ActionController::Metal>#dispatch 
  0.07      0.088     0.000     0.000     0.088       50   ActionDispatch::RemoteIp#call 
  0.07      0.001     0.000     0.000     0.000       50   ActiveRecord::ConnectionAdapters::QueryCache::ConnectionPoolConfiguration#enable_query_cache! 
  0.07      0.000     0.000     0.000     0.000      100   <Class::Mime::Type>#lookup_by_extension 
  0.07      0.000     0.000     0.000     0.000       50   ActiveSupport::Concurrency::ShareLock#wait_for 
  0.07      0.011     0.000     0.000     0.011      300   ActiveSupport::Notifications::Fanout::Subscribers::Evented#finish 
  0.07      0.006     0.000     0.000     0.006       50   ActionView::AbstractRenderer#find_template 
  0.07      0.062     0.000     0.000     0.062       50   ActiveRecord::Railties::ControllerRuntime#process_action 
  0.07      0.001     0.000     0.000     0.001       50   ActiveRecord::Core::ClassMethods#relation 
  0.07      0.000     0.000     0.000     0.000      100   Kernel#instance_variable_set 
  0.07      0.000     0.000     0.000     0.000       50   Array#flatten! 
  0.07      0.000     0.000     0.000     0.000      100   SQLite3::Statement#get_metadata 
  0.07      0.001     0.000     0.000     0.001      100   ActiveSupport::HashWithIndifferentAccess#to_hash 
  0.07      0.002     0.000     0.000     0.001       50   Rails::Application#build_request 
  0.07      0.000     0.000     0.000     0.000      100   ActiveRecord::Relation#initialize_copy 
  0.07      0.088     0.000     0.000     0.087       50   Rails::Rack::Logger#call 
  0.07      0.010     0.000     0.000     0.009       50   ActionController::Streaming#_render_template 
  0.07      0.000     0.000     0.000     0.000      150   Time#minus_with_duration 
  0.07      0.001     0.000     0.000     0.001       50   ActiveRecord::QueryMethods#includes 
  0.07      0.006     0.000     0.000     0.006       50   ActionDispatch::Integration::Runner#method_missing 
  0.06      0.000     0.000     0.000     0.000       50   Rails::Rack::Logger#finish 
  0.06      0.005     0.000     0.000     0.005       50   ActiveRecord::TestFixtures#teardown_fixtures 
  0.06      0.000     0.000     0.000     0.000      800   Integer#+ 
  0.06      0.000     0.000     0.000     0.000      400   ActiveSupport::Callbacks::CallbackChain#empty? 
  0.06      0.000     0.000     0.000     0.000      200   String#include? 
  0.06      0.000     0.000     0.000     0.000      100   ActiveRecord::ConnectionAdapters::ConnectionHandler#retrieve_connection_pool 
  0.06      0.002     0.000     0.000     0.002       50   <Class::ActionController::Base>#make_response! 
  0.06      0.000     0.000     0.000     0.000       50   ActionDispatch::Http::FilterParameters#parameter_filter 
  0.06      0.076     0.000     0.000     0.076       50   Rack::ConditionalGet#call 
  0.06      0.000     0.000     0.000     0.000      150   Array#flatten 
  0.06      0.078     0.000     0.000     0.078       50   Rack::Session::Abstract::Persisted#context 
  0.06      0.001     0.000     0.000     0.001       50   ActionController::Rendering#_normalize_options 
  0.06      0.000     0.000     0.000     0.000       50   Rack::Test::Session#default_env 
  0.06      0.005     0.000     0.000     0.005      300   Mutex_m#mu_synchronize 
  0.06      0.000     0.000     0.000     0.000       50   Hash#eql? 
  0.06      0.000     0.000     0.000     0.000       50   Enumerable#sort_by 
  0.06      0.000     0.000     0.000     0.000      100   ActiveSupport::Rescuable::ClassMethods#handler_for_rescue 
  0.06      0.000     0.000     0.000     0.000       50   <Module::ActionDispatch::Http::URL>#add_params 
  0.06      0.000     0.000     0.000     0.000       50   SQLite3::Database#transaction 
  0.06      0.000     0.000     0.000     0.000       50   ActionView::Layouts#_layout_for_option 
  0.06      0.000     0.000     0.000     0.000       50   Hash#each_key 
  0.06      0.010     0.000     0.000     0.010       50   ActionView::Rendering#render_to_body 
  0.06      0.000     0.000     0.000     0.000      450   Hash#default 
  0.06      0.000     0.000     0.000     0.000       50   String#unpack 
  0.06      0.000     0.000     0.000     0.000      100   ActionView::LookupContext#registered_details 
  0.06      0.023     0.000     0.000     0.023       50   ActionController::BasicImplicitRender#send_action 
  0.06      0.000     0.000     0.000     0.000      100   Object#presence 
  0.06      0.000     0.000     0.000     0.000      100   ActiveRecord::Scoping::ClassMethods#current_scope= 
  0.06      0.000     0.000     0.000     0.000       50   ActionDispatch::Journey::Format::Parameter#escape 
  0.06      0.000     0.000     0.000     0.000      150   String#underscore 
  0.06      0.000     0.000     0.000     0.000      300   <Class::ActiveRecord::Base>#default_connection_handler 
  0.06      0.000     0.000     0.000     0.000      350   Exception#exception 
  0.06      0.002     0.000     0.000     0.002      300   ActiveSupport::Callbacks::CallbackSequence#invoke_after 
  0.06      0.000     0.000     0.000     0.000       50   ActionController::Renderers#_render_to_body_with_renderer 
  0.06      0.000     0.000     0.000     0.000      100   ActiveSupport::InheritableOptions#inheritable_copy 
  0.06      0.116     0.000     0.000     0.116       50   ActionDispatch::Integration::RequestHelpers#get 
  0.06      0.000     0.000     0.000     0.000      100   <Class::ActiveSupport::CurrentAttributes>#current_instances 
  0.06      0.000     0.000     0.000     0.000      450   Array#pop 
  0.06      0.001     0.000     0.000     0.001       50   AbstractController::Rendering#view_assigns 
  0.06      0.002     0.000     0.000     0.002       50   ActionView::LookupContext::ViewPaths#args_for_lookup 
  0.06      0.113     0.000     0.000     0.113       50   Rack::Test::Session#request 
  0.06      0.006     0.000     0.000     0.006       50   ActionView::LookupContext::ViewPaths#find 
  0.06      0.000     0.000     0.000     0.000      850   ActiveSupport::Callbacks::Filters::Environment#value 
  0.06      0.001     0.000     0.000     0.001       50   ActionDispatch::Response::Header#[]= 
  0.06      0.000     0.000     0.000     0.000       50   <Module::SecureRandom>#gen_random 
  0.06      0.000     0.000     0.000     0.000      100   <Class::ActionController::Base>#default_static_extension 
  0.06      0.000     0.000     0.000     0.000      150   ActiveSupport::Dependencies#constantize 
  0.06      0.000     0.000     0.000     0.000      200   Concurrent::Collection::NonConcurrentMapBackend#get_or_default 
  0.06      0.000     0.000     0.000     0.000      550   ActiveSupport::Callbacks::Filters::Environment#target 
  0.06      0.000     0.000     0.000     0.000       50   ActionView::Layouts#initialize 
  0.06      0.000     0.000     0.000     0.000       50   Hash#transform_values 
  0.06      0.000     0.000     0.000     0.000       50   ActionDispatch::Callbacks#__callbacks 
  0.06      0.000     0.000     0.000     0.000       50   <Class::ActionDispatch::ExceptionWrapper>#status_code_for_exception 
  0.06      0.000     0.000     0.000     0.000      100   ActionDispatch::Http::MimeNegotiation#variant 
  0.06      0.000     0.000     0.000     0.000      100   ActiveRecord::ConnectionAdapters::AbstractAdapter#__callbacks 
  0.06      0.012     0.000     0.000     0.012      200   ActiveSupport::Notifications::Instrumenter#finish_with_state 
  0.06      0.000     0.000     0.000     0.000      150   <Module::Process>#clock_gettime 
  0.06      0.000     0.000     0.000     0.000      100   Concurrent::Map#fetch 
  0.06      0.000     0.000     0.000     0.000      100   Kernel#loop 
  0.06      0.000     0.000     0.000     0.000      450   Hash#default_proc 
  0.06      0.000     0.000     0.000     0.000      350   ActiveSupport::Concurrency::LoadInterlockAwareMonitor#mon_enter 
  0.06      0.000     0.000     0.000     0.000      100   StringIO#initialize 
  0.05      0.000     0.000     0.000     0.000      350   ActiveSupport::Callbacks::CallbackSequence#final? 
  0.05      0.000     0.000     0.000     0.000      100   Enumerable#partition 
  0.05      0.000     0.000     0.000     0.000      100   ActiveRecord::TestFixtures#run_in_transaction? 
  0.05      0.000     0.000     0.000     0.000      150   ActiveSupport::Inflector#underscore 
  0.05      0.000     0.000     0.000     0.000      100   ActionView::ViewPaths#_prefixes 
  0.05      0.000     0.000     0.000     0.000       50   <Class::ActiveSupport::ExecutionWrapper>#active? 
  0.05      0.000     0.000     0.000     0.000       50   ActionDispatch::Integration::Session#build_full_uri 
  0.05      0.000     0.000     0.000     0.000       50   ActionController::Base#__callbacks 
  0.05      0.005     0.000     0.000     0.005       50   ActionDispatch::Routing::RouteSet::NamedRouteCollection::UrlHelper::OptimizedUrlHelper#call 
  0.05      0.000     0.000     0.000     0.000      250   Mime::Type#to_s 
  0.05      0.000     0.000     0.000     0.000      100   ActionView::PathSet#initialize 
  0.05      0.000     0.000     0.000     0.000      150   <Module::URI>#scheme_list 
  0.05      0.000     0.000     0.000     0.000      100   <Class::StringIO>#new 
  0.05      0.012     0.000     0.000     0.012      250   ActiveSupport::Notifications::Fanout#finish 
  0.05      0.002     0.000     0.000     0.002       50   ActionController::Rendering#_set_rendered_content_type 
  0.05      0.000     0.000     0.000     0.000      100   I18n::Base#config= 
  0.05      0.001     0.000     0.000     0.000      150   ActiveSupport::Notifications::Event#duration 
  0.05      0.003     0.000     0.000     0.003       50   ActiveRecord::Querying#includes 
  0.05      0.000     0.000     0.000     0.000      250   Mime::Type#to_sym 
  0.05      0.000     0.000     0.000     0.000       50   ActionController::Streaming#_process_options 
  0.05      0.000     0.000     0.000     0.000      150   ActionDispatch::Http::Headers#initialize 
  0.05      0.000     0.000     0.000     0.000      100   Symbol#[] 
  0.05      0.000     0.000     0.000     0.000       50   ActiveSupport::TaggedLogging#flush 
  0.05      0.000     0.000     0.000     0.000       50   Array#sort_by! 
  0.05      0.007     0.000     0.000     0.007       50   ActionDispatch::IntegrationTest#before_setup 
  0.05      0.000     0.000     0.000     0.000       50   MonitorMixin#initialize 
  0.05      0.001     0.000     0.000     0.000       50   ActionView::ViewPaths#formats= 
  0.05      0.000     0.000     0.000     0.000      200   <Class::URI::Generic>#default_port 
  0.05      0.003     0.000     0.000     0.003       50   ActionDispatch::Journey::Formatter#generate 
  0.05      0.000     0.000     0.000     0.000       50   Rack::Test::CookieJar#for 
  0.05      0.000     0.000     0.000     0.000       50   <Class::ActionView::Template::Types>#symbols 
  0.05      0.007     0.000     0.000     0.006       50   ActionView::TemplateRenderer#render 
  0.05      0.000     0.000     0.000     0.000       50   ActionController::Rendering#_normalize_args 
  0.05      0.000     0.000     0.000     0.000      300   Array#empty? 
  0.05      0.000     0.000     0.000     0.000      100   I18n::Config#default_locale 
  0.05      0.076     0.000     0.000     0.076       50   Rack::TempfileReaper#call 
  0.05      0.012     0.000     0.000     0.012       50   AbstractController::Rendering#render 
  0.05      0.000     0.000     0.000     0.000       50   ActionController::RequestForgeryProtection#mark_for_same_origin_verification! 
  0.05      0.000     0.000     0.000     0.000      100   ActionDispatch::Request#check_method 
  0.05      0.000     0.000     0.000     0.000      100   <Class::ActiveRecord::Scoping::ScopeRegistry>#set_value_for 
  0.05      0.106     0.000     0.000     0.106       50   Rails::Engine#call 
  0.05      0.003     0.000     0.000     0.003      100   ActiveSupport::Notifications::Fanout#listening? 
  0.05      0.000     0.000     0.000     0.000      150   Array#reject 
  0.05      0.000     0.000     0.000     0.000      100   ActiveSupport::TestCase#__callbacks 
  0.05      0.000     0.000     0.000     0.000       50   ActionView::Context#_prepare_context 
  0.05      0.000     0.000     0.000     0.000       50   URI::RFC2396_Parser#unescape 
  0.05      0.001     0.000     0.000     0.001      100   <Class::ActionDispatch::Http::Headers>#from_hash 
  0.05      0.000     0.000     0.000     0.000      150   Hash#update 
  0.05      0.000     0.000     0.000     0.000       50   Array#uniq! 
  0.05      0.000     0.000     0.000     0.000      450   Array#last 
  0.05      0.000     0.000     0.000     0.000      100   <Class::ActiveSupport::Cache::Strategy::LocalCache::LocalCacheRegistry>#set_cache_for 
  0.05      0.001     0.000     0.000     0.001       50   ActiveSupport::Rescuable#rescue_with_handler 
  0.05      0.000     0.000     0.000     0.000      350   ActiveSupport::Callbacks::CallbackChain#compile 
  0.05      0.000     0.000     0.000     0.000       50   ActionController::Metal#initialize 
  0.05      0.001     0.000     0.000     0.001       50   ActionController::RequestForgeryProtection#verify_authenticity_token 
  0.05      0.000     0.000     0.000     0.000      100   ActiveRecord::ConnectionAdapters::QueryCache::ConnectionPoolConfiguration#query_cache_enabled 
  0.05      0.000     0.000     0.000     0.000      100   <Class::ActionView::Resolver>#caching 
  0.05      0.000     0.000     0.000     0.000      100   ActionDispatch::FileHandler#ext 
  0.05      0.000     0.000     0.000     0.000       50   ActionDispatch::Http::Cache::Response#cache_control_headers 
  0.05      0.000     0.000     0.000     0.000      100   ActionDispatch::Response#parsed_content_type_header 
  0.05      0.009     0.000     0.000     0.008       50   ActionDispatch::Http::FilterParameters#filtered_parameters 
  0.05      0.000     0.000     0.000     0.000      150   Rails::Rack::Logger#logger 
  0.05      0.004     0.000     0.000     0.004       50   ActionController::LogSubscriber#process_action 
  0.05      0.000     0.000     0.000     0.000      100   ActionController::Base#logger 
  0.05      0.001     0.000     0.000     0.001      100   Enumerable#detect 
  0.05      0.061     0.000     0.000     0.061       50   ActionController::ParamsWrapper#process_action 
  0.05      0.001     0.000     0.000     0.001      100  *ActionDispatch::Journey::Format#evaluate 
  0.05      0.000     0.000     0.000     0.000       50   ActionDispatch::Routing::RouteSet::Generator#normalize_controller! 
  0.05      0.000     0.000     0.000     0.000      200   Integer#to_s 
  0.05      0.001     0.000     0.000     0.001       50   ActionDispatch::Request#GET 
  0.05      0.002     0.000     0.000     0.002       50   ActionView::Rendering#view_context 
  0.05      0.000     0.000     0.000     0.000       50   ActiveRecord::QueryMethods#set_value 
  0.05      0.000     0.000     0.000     0.000      100   ActionView::Rendering#view_renderer 
  0.05      0.000     0.000     0.000     0.000      450   NilClass#nil? 
  0.05      0.000     0.000     0.000     0.000       50   ActionDispatch::Response::Buffer#initialize 
  0.05      0.000     0.000     0.000     0.000       50   ActionDispatch::Journey::Router::Utils::UriEncoder#unescape_uri 
  0.05      0.000     0.000     0.000     0.000       50   Kernel#instance_variables 
  0.05      0.006     0.000     0.000     0.006       50   ActiveSupport::ExecutionWrapper#complete! 
  0.05      0.000     0.000     0.000     0.000       50   AbstractController::Rendering#_normalize_args 
  0.05      0.002     0.000     0.000     0.002      100   ActiveSupport::HashWithIndifferentAccess#dup 
  0.05      0.000     0.000     0.000     0.000      150   ActiveSupport::Logger#info? 
  0.05      0.000     0.000     0.000     0.000       50   <Class::ActiveSupport::LogSubscriber>#flush_all! 
  0.05      0.005     0.000     0.000     0.005       50   ActiveSupport::ExecutionWrapper#run! 
  0.05      0.000     0.000     0.000     0.000       50   ActionDispatch::Http::Cache::Response#prepare_cache_control! 
  0.05      0.000     0.000     0.000     0.000      400   Struct#initialize 
  0.05      0.000     0.000     0.000     0.000      100   ActionDispatch::Request#show_exceptions? 
  0.05      0.000     0.000     0.000     0.000       50   AbstractController::Collector#json 
  0.05      0.000     0.000     0.000     0.000      100   ActiveRecord::ConnectionAdapters::DatabaseStatements#transaction_open? 
  0.04      0.002     0.000     0.000     0.002       50   Hash#except 
  0.04      0.002     0.000     0.000     0.002       50   ActionDispatch::Http::ParameterFilter#filter 
  0.04      0.000     0.000     0.000     0.000      350   Hash#to_hash 
  0.04      0.001     0.000     0.000     0.001       50   ActionDispatch::Journey::Route#format 
  0.04      0.001     0.000     0.000     0.001       50   <Class::Rack::MockRequest>#parse_uri_rfc2396 
  0.04      0.000     0.000     0.000     0.000       50   MonitorMixin::ConditionVariable#wait_while 
  0.04      0.000     0.000     0.000     0.000      250   Concurrent::Collection::NonConcurrentMapBackend#dupped_backend 
  0.04      0.001     0.000     0.000     0.001      100   SQLite3::Database#execute 
  0.04      0.000     0.000     0.000     0.000       50   ActionDispatch::Request::Session#initialize 
  0.04      0.000     0.000     0.000     0.000       50   ActionView::I18nProxy#initialize 
  0.04      0.001     0.000     0.000     0.001      100   ActionView::Resolver#find_all 
  0.04      0.000     0.000     0.000     0.000       50   ActionDispatch::Request#request_parameters= 
  0.04      0.000     0.000     0.000     0.000       50   ActionDispatch::Journey::Formatter#missing_keys 
  0.04      0.000     0.000     0.000     0.000      100   URI::Generic#set_scheme 
  0.04      0.090     0.000     0.000     0.090       50   Rack::Runtime#call 
  0.04      0.001     0.000     0.000     0.001      100   ActiveRecord::ConnectionAdapters::ConnectionPool#connected? 
  0.04      0.000     0.000     0.000     0.000      150   ActiveRecord::ConnectionAdapters::TransactionManager#current_transaction 
  0.04      0.000     0.000     0.000     0.000      150   ActionDispatch::Journey::Route#required_parts 
  0.04      0.000     0.000     0.000     0.000       50   ActionDispatch::Request#content_length 
  0.04      0.000     0.000     0.000     0.000      100   Symbol#slice 
  0.04      0.006     0.000     0.000     0.006       50   <Class::ActiveSupport::ExecutionWrapper>#run! 
  0.04      0.002     0.000     0.000     0.002       50   ActionDispatch::Request#POST 
  0.04      0.001     0.000     0.000     0.001       50   ActionView::PathSet#_find_all 
  0.04      0.000     0.000     0.000     0.000      300   String#valid_encoding? 
  0.04      0.000     0.000     0.000     0.000       50   AbstractController::Base#_valid_action_name? 
  0.04      0.000     0.000     0.000     0.000      100   #<Class:0x00007fc0f2970058>#default_static_extension 
  0.04      0.000     0.000     0.000     0.000       50   AbstractController::Base#action_method? 
  0.04      0.000     0.000     0.000     0.000      100   Hash#[]= 
  0.04      0.000     0.000     0.000     0.000      300   <Module::Process>#pid 
  0.04      0.000     0.000     0.000     0.000       50   <Class::ActionDispatch::Journey::Router::Utils>#escape_segment 
  0.04      0.000     0.000     0.000     0.000      100   Thread#[]= 
  0.04      0.000     0.000     0.000     0.000       50   <Module::Rack::Utils>#unescape_path 
  0.04      0.000     0.000     0.000     0.000      100   ActionDispatch::Request#media_type 
  0.04      0.000     0.000     0.000     0.000       50   ActionController::MimeResponds::Collector#initialize 
  0.04      0.000     0.000     0.000     0.000       50   String#squeeze! 
  0.04      0.000     0.000     0.000     0.000      150   ActionDispatch::Integration::Runner#integration_session 
  0.04      0.000     0.000     0.000     0.000       50   ActionDispatch::Request#engine_script_name= 
  0.04      0.000     0.000     0.000     0.000       50   ActionDispatch::Http::FilterParameters#filtered_path 
  0.04      0.078     0.000     0.000     0.078       50   ActionDispatch::Cookies#call 
  0.04      0.002     0.000     0.000     0.002       50   ActionDispatch::Journey::Router#filter_routes 
  0.04      0.000     0.000     0.000     0.000       50   <Class::ActionDispatch::Response>#default_charset 
  0.04      0.000     0.000     0.000     0.000       50   MonitorMixin::ConditionVariable#broadcast 
  0.04      0.000     0.000     0.000     0.000      100   ActionController::ParameterEncoding::ClassMethods#binary_params_for? 
  0.04      0.000     0.000     0.000     0.000       50   ActiveSupport::StringInquirer#method_missing 
  0.04      0.000     0.000     0.000     0.000      100   <Class::ActiveRecord::ExplainRegistry>#collect? 
  0.04      0.000     0.000     0.000     0.000      300   Array#initialize 
  0.04      0.000     0.000     0.000     0.000       50   ActiveSupport::Cache::Strategy::LocalCache::LocalStore#initialize 
  0.04      0.000     0.000     0.000     0.000      200   String#encoding 
  0.04      0.013     0.000     0.000     0.012       50   ActionController::Instrumentation#cleanup_view_runtime 
  0.04      0.001     0.000     0.000     0.001      100   ActiveRecord::ConnectionAdapters::QueryCache#disable_query_cache! 
  0.04      0.001     0.000     0.000     0.001       50   ActionController::MimeResponds::Collector#negotiate_format 
  0.04      0.000     0.000     0.000     0.000       50   #<Class:0x00007fc0f1a66148>#[]= 
  0.04      0.002     0.000     0.000     0.002       50   ActionView::LookupContext::ViewPaths#detail_args_for 
  0.04      0.000     0.000     0.000     0.000       50   ActionDispatch::Integration::Runner#copy_session_variables! 
  0.04      0.000     0.000     0.000     0.000      100   String#to_i 
  0.04      0.000     0.000     0.000     0.000      100   String#chomp 
  0.04      0.000     0.000     0.000     0.000      300   ActiveRecord::LogSubscriber#logger 
  0.04      0.000     0.000     0.000     0.000       50   ActionDispatch::Response#status= 
  0.04      0.010     0.000     0.000     0.010       50   ActionController::Renderers#render_to_body 
  0.04      0.000     0.000     0.000     0.000      100   <Class::ActionDispatch::Request::Utils>#perform_deep_munge 
  0.04      0.000     0.000     0.000     0.000       50   String#inspect 
  0.04      0.000     0.000     0.000     0.000      100   Rack::Request::Helpers#split_ip_addresses 
  0.04      0.087     0.000     0.000     0.087       50   ActiveSupport::TaggedLogging#tagged 
  0.04      0.135     0.000     0.000     0.135        1   Integer#times 
  0.04      0.000     0.000     0.000     0.000       50   Encoding#to_s 
  0.04      0.000     0.000     0.000     0.000      100   <Class::ActiveSupport::LogSubscriber>#logger 
  0.04      0.000     0.000     0.000     0.000       50   Rack::Test::CookieJar#hash_for 
  0.04      0.000     0.000     0.000     0.000       50   ActionDispatch::Response#content_type 
  0.04      0.075     0.000     0.000     0.075       50   ActionDispatch::Journey::Router#serve 
  0.04      0.000     0.000     0.000     0.000      100   ActionDispatch::Journey::Formatter#named_routes 
  0.04      0.001     0.000     0.000     0.001       50   ActionDispatch::Request#ip 
  0.04      0.000     0.000     0.000     0.000       50   ActiveSupport::Notifications::Fanout#subscribe 
  0.04      0.000     0.000     0.000     0.000      100   ActiveSupport::Cache::Strategy::LocalCache::LocalCacheRegistry#set_cache_for 
  0.04      0.002     0.000     0.000     0.002       50   <Class::ActiveRecord::QueryCache>#complete 
  0.04      0.000     0.000     0.000     0.000      100   Rails::Engine#routes 
  0.04      0.000     0.000     0.000     0.000       50   ActionView::PathSet#compact 
  0.04      0.000     0.000     0.000     0.000      300   Logger#format_severity 
  0.04      0.000     0.000     0.000     0.000       50   ActionController::FormBuilder#default_form_builder 
  0.04      0.001     0.000     0.000     0.001       50   ActionDispatch::Request#controller_class 
  0.04      0.000     0.000     0.000     0.000       50   Hash#to_query 
  0.04      0.007     0.000     0.000     0.007       50   ActionView::Renderer#render 
  0.04      0.000     0.000     0.000     0.000       50   AbstractController::Base#_find_action_name 
  0.04      0.078     0.000     0.000     0.078       50   Rack::Session::Abstract::Persisted#call 
  0.04      0.000     0.000     0.000     0.000       50   ActionDispatch::Routing::RouteSet::NamedRouteCollection#key? 
  0.04      0.001     0.000     0.000     0.001       50   ActionView::LookupContext#initialize_details 
  0.04      0.001     0.000     0.000     0.001      100   Hash#with_indifferent_access 
  0.04      0.000     0.000     0.000     0.000       50   ActionDispatch::Http::ParameterFilter::CompiledFilter#initialize 
  0.04      0.002     0.000     0.000     0.001       50   ActionView::LookupContext::DetailsCache#details_key 
  0.04      0.000     0.000     0.000     0.000       50   ActionView::Layouts#_include_layout? 
  0.04      0.000     0.000     0.000     0.000       50   MonitorMixin#mon_initialize 
  0.04      0.000     0.000     0.000     0.000       50   Set#each 
  0.04      0.000     0.000     0.000     0.000       50   ActionController::Instrumentation#append_info_to_payload 
  0.04      0.024     0.000     0.000     0.023       50   AbstractController::Base#process_action 
  0.04      0.000     0.000     0.000     0.000       50   Rack::Request::Helpers#parse_query 
  0.04      0.001     0.000     0.000     0.001       50   ActionDispatch::Http::ParameterFilter#compiled_filter 
  0.04      0.001     0.000     0.000     0.001      100   Enumerable#find_all 
  0.04      0.000     0.000     0.000     0.000       50   ActionDispatch::Routing::RouteSet#find_script_name 
  0.04      0.000     0.000     0.000     0.000       50   ActionDispatch::Response::Header#initialize 
  0.04      0.001     0.000     0.000     0.000       50   ActiveSupport::Testing::SetupAndTeardown#after_teardown 
  0.04      0.007     0.000     0.000     0.007       50   ActionView::Renderer#render_template 
  0.03      0.000     0.000     0.000     0.000      100   Kernel#initialize_clone 
  0.03      0.001     0.000     0.000     0.001       50   <Module::Rails::Application::Finisher::InterlockHook>#run 
  0.03      0.000     0.000     0.000     0.000       50   <Class::ActionDispatch::Response>#default_headers 
  0.03      0.015     0.000     0.000     0.014       50   ActionController::Instrumentation#render 
  0.03      0.000     0.000     0.000     0.000       50   ActiveSupport::TaggedLogging::Formatter#push_tags 
  0.03      0.000     0.000     0.000     0.000      100   ActiveSupport::TestCase#use_transactional_tests 
  0.03      0.002     0.000     0.000     0.002       50   <Class::ActionDispatch::Response>#create 
  0.03      0.000     0.000     0.000     0.000      250   Class#superclass 
  0.03      0.000     0.000     0.000     0.000      100   <Module::ActiveSupport::Dependencies>#interlock 
  0.03      0.000     0.000     0.000     0.000       50   ActionController::Base#_renderers 
  0.03      0.000     0.000     0.000     0.000       50   ActionView::LookupContext::DetailsCache#_set_detail 
  0.03      0.000     0.000     0.000     0.000       50   Rack::Request::Helpers#path_info= 
  0.03      0.001     0.000     0.000     0.001       50   ActionController::RequestForgeryProtection#protect_against_forgery? 
  0.03      0.002     0.000     0.000     0.002       50   Rack::Test::Session#parse_uri 
  0.03      0.000     0.000     0.000     0.000       50   ActionDispatch::Request#form_data? 
  0.03      0.002     0.000     0.000     0.002       50   ActiveRecord::ConnectionAdapters::RealTransaction#initialize 
  0.03      0.000     0.000     0.000     0.000      100   ActionView::ViewPaths::ClassMethods#_prefixes 
  0.03      0.000     0.000     0.000     0.000       50   ActionDispatch::Journey::Path::Pattern::MatchData#captures 
  0.03      0.010     0.000     0.000     0.010       50   ActionController::Rendering#render_to_body 
  0.03      0.000     0.000     0.000     0.000       50   ActiveRecord::ConnectionAdapters::Transaction#initialize 
  0.03      0.000     0.000     0.000     0.000       50   Random::Formatter#random_bytes 
  0.03      0.000     0.000     0.000     0.000       50   ActiveSupport::Notifications::Instrumenter#finish 
  0.03      0.001     0.000     0.000     0.001       50   <Module::Rails::Application::Finisher::InterlockHook>#complete 
  0.03      0.000     0.000     0.000     0.000      100   Mime::Type#ref 
  0.03      0.000     0.000     0.000     0.000       50   ActionView::AbstractRenderer#extract_details 
  0.03      0.001     0.000     0.000     0.001       50   ActionDispatch::Http::ParameterFilter::CompiledFilter#call 
  0.03      0.076     0.000     0.000     0.076       50   Rack::Head#call 
  0.03      0.000     0.000     0.000     0.000       50   ActiveRecord::Inheritance::ClassMethods#finder_needs_type_condition? 
  0.03      0.000     0.000     0.000     0.000      100   BasicObject#!= 
  0.03      0.001     0.000     0.000     0.000       50   ActionController::Base#allow_forgery_protection 
  0.03      0.000     0.000     0.000     0.000       50   ActionView::Rendering#view_context_class 
  0.03      0.000     0.000     0.000     0.000       50   ActiveRecord::ConnectionAdapters::AbstractAdapter#expire 
  0.03      0.000     0.000     0.000     0.000       50   I18n::Config#locale 
  0.03      0.000     0.000     0.000     0.000       50   Mime::Type#== 
  0.03      0.000     0.000     0.000     0.000      100   ActiveRecord::ConnectionAdapters::DatabaseStatements#current_transaction 
  0.03      0.001     0.000     0.000     0.001       50   ActionDispatch::Response#set_header 
  0.03      0.000     0.000     0.000     0.000      300   ActiveSupport::ExecutionWrapper::CompleteHook#hook 
  0.03      0.000     0.000     0.000     0.000       50   <Class::ActionDispatch::RequestEncoder>#encoder 
  0.03      0.003     0.000     0.000     0.003       50   ActionDispatch::Routing::RouteSet::Generator#generate 
  0.03      0.107     0.000     0.000     0.107       50   Rack::Test::Session#process_request 
  0.03      0.000     0.000     0.000     0.000      100   Rack::Request::Helpers#reject_trusted_ip_addresses 
